Dusk,"Orbeetle-1,Noctowl-1,Roserade-1,Claydol-1,Musharna-1,Xatu-1,Bronzong-1,Gardevoir-1,Gallade-1,Gengar-1,Swoobat-1,Espeon-1,Glaceon-1,Wobbuffet-1,Cursola-1,Hatterene-1,Togekiss-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Malamar-1,Sigilyph-1,Polteageist-1,Oranguru-1,Lunatone-1,Solrock-1,Frosmoth-1,Drampa-1,Mr. Rime-1,Darmanitan-1"
Holly,"Orbeetle-1,Noctowl-1,Roserade-1,Claydol-1,Musharna-1,Xatu-1,Bronzong-1,Gardevoir-1,Gallade-1,Gengar-1,Swoobat-1,Espeon-1,Glaceon-1,Wobbuffet-1,Cursola-1,Hatterene-1,Togekiss-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Malamar-1,Sigilyph-1,Polteageist-1,Oranguru-1,Lunatone-1,Solrock-1,Frosmoth-1,Drampa-1,Mr. Rime-1,Darmanitan-1"
Albert,"Butterfree-1,Vikavolt-1,Greedent-1,Bellossom-1,Cinccino-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Centiskorch-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Rotom-1,Ditto-1"
Blake,"Butterfree-1,Vikavolt-1,Greedent-1,Bellossom-1,Cinccino-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Centiskorch-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Rotom-1,Ditto-1"
Robin,"Butterfree-1,Vikavolt-1,Greedent-1,Bellossom-1,Cinccino-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Centiskorch-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Rotom-1,Ditto-1"
Alex,"Butterfree-1,Vikavolt-1,Greedent-1,Bellossom-1,Cinccino-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Frosmoth-1,Rotom-1,Ditto-1"
Dromena,"Butterfree-1,Vikavolt-1,Greedent-1,Bellossom-1,Cinccino-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Frosmoth-1,Rotom-1,Ditto-1"
Penelope,"Butterfree-1,Vikavolt-1,Greedent-1,Bellossom-1,Cinccino-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Frosmoth-1,Rotom-1,Ditto-1"
Clarence,"Rillaboom-1,Cinderace-1,Inteleon-1,Arcanine-1,Vanilluxe-1,Mamoswine-1,Kingler-1,Machamp-1,Gyarados-1,Milotic-1,Wishiwashi-1,Excadrill-1,Gigalith-1,Conkeldurr-1,Noivern-1,Sirfetch'd-1,Golisopod-1,Togekiss-1,Snorlax-1,Rhyperior-1,Escavalier-1,Beartic-1,Copperajah-1,Flygon-1,Haxorus-1,Dhelmise-1,Lapras-1,Drampa-1,Turtonator-1,Darmanitan-1,Duraludon-1,Dracozolt-1,Dracovish-1"
Stanley,"Rillaboom-1,Cinderace-1,Inteleon-1,Arcanine-1,Vanilluxe-1,Mamoswine-1,Kingler-1,Machamp-1,Gyarados-1,Milotic-1,Wishiwashi-1,Excadrill-1,Gigalith-1,Conkeldurr-1,Noivern-1,Sirfetch'd-1,Golisopod-1,Togekiss-1,Snorlax-1,Rhyperior-1,Escavalier-1,Beartic-1,Copperajah-1,Flygon-1,Haxorus-1,Dhelmise-1,Lapras-1,Drampa-1,Turtonator-1,Darmanitan-1,Duraludon-1,Dracozolt-1,Dracovish-1"
Hugo,"Rillaboom-1,Cinderace-1,Inteleon-1,Arcanine-1,Vanilluxe-1,Mamoswine-1,Kingler-1,Machamp-1,Gyarados-1,Milotic-1,Wishiwashi-1,Excadrill-1,Gigalith-1,Conkeldurr-1,Noivern-1,Sirfetch'd-1,Golisopod-1,Togekiss-1,Snorlax-1,Rhyperior-1,Escavalier-1,Beartic-1,Copperajah-1,Flygon-1,Haxorus-1,Dhelmise-1,Lapras-1,Drampa-1,Turtonator-1,Darmanitan-1,Duraludon-1,Dracozolt-1,Dracovish-1"
Sayla,"Inteleon-1,Ludicolo-1,Drednaw-1,Pelipper-1,Kingler-1,Quagsire-1,Crawdaunt-1,Seismitoad-1,Gyarados-1,Seaking-1,Octillery-1,Cloyster-1,Milotic-1,Basculin-1,Wishiwashi-1,Pyukumuku-1,Barraskewda-1,Vaporeon-1,Jolteon-1,Flareon-1,Espeon-1,Umbreon-1,Leafeon-1,Glaceon-1,Sylveon-1,Araquanid-1,Lanturn-1,Whiscash-1,Gastrodon-1,Golisopod-1,Barbaracle-1,Qwilfish-1,Jellicent-1,Toxapex-1,Cramorant-1,Mantine-1,Wailord-1,Dracovish-1,Arctovish-1"
Orla,"Inteleon-1,Ludicolo-1,Drednaw-1,Pelipper-1,Kingler-1,Quagsire-1,Crawdaunt-1,Seismitoad-1,Gyarados-1,Seaking-1,Octillery-1,Cloyster-1,Milotic-1,Basculin-1,Wishiwashi-1,Pyukumuku-1,Barraskewda-1,Vaporeon-1,Jolteon-1,Flareon-1,Espeon-1,Umbreon-1,Leafeon-1,Glaceon-1,Sylveon-1,Araquanid-1,Lanturn-1,Whiscash-1,Gastrodon-1,Golisopod-1,Barbaracle-1,Qwilfish-1,Jellicent-1,Toxapex-1,Cramorant-1,Mantine-1,Wailord-1,Dracovish-1,Arctovish-1"
Thea,"Inteleon-1,Ludicolo-1,Drednaw-1,Pelipper-1,Kingler-1,Quagsire-1,Crawdaunt-1,Seismitoad-1,Gyarados-1,Seaking-1,Octillery-1,Cloyster-1,Milotic-1,Basculin-1,Wishiwashi-1,Pyukumuku-1,Barraskewda-1,Vaporeon-1,Jolteon-1,Flareon-1,Espeon-1,Umbreon-1,Leafeon-1,Glaceon-1,Sylveon-1,Araquanid-1,Lanturn-1,Whiscash-1,Gastrodon-1,Golisopod-1,Barbaracle-1,Qwilfish-1,Jellicent-1,Toxapex-1,Cramorant-1,Mantine-1,Wailord-1,Dracovish-1,Arctovish-1"
Stan,"Orbeetle-2,Thievul-2,Liepard-2,Boltund-2,Orbeetle-1,Thievul-1,Ludicolo-1,Liepard-1,Boltund-1,Tsareena-1,Vileplume-1,Manectric-1,Ninetales-1,Musharna-1,Crawdaunt-1,Hitmonlee-1,Hitmonchan-1,Hitmontop-1,Skuntank-1,Dusknoir-1,Seaking-1,Octillery-1,Basculin-1,Garbodor-1,Centiskorch-1,Gourgeist-1,Raichu-1,Grimmsnarl-1,Sawk-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Drapion-1,Malamar-1,Maractus-1,Toxapex-1,Heatmor-1,Rapidash-1,Oranguru-1,Passimian-1,Falinks-1,Grapploct-1,Pincurchin-1,Stonjourner-1,Rotom-1,Dracozolt-1,Ludicolo-2,Tsareena-2,Vileplume-2,Manectric-2,Ninetales-2,Musharna-2,Crawdaunt-2,Hitmonlee-2,Hitmonchan-2,Hitmontop-2,Skuntank-2,Dusknoir-2,Seaking-2,Octillery-2,Basculin-2,Garbodor-2,Centiskorch-2,Gourgeist-2,Raichu-2,Grimmsnarl-2,Sawk-2,Gothitelle-2,Reuniclus-2,Beheeyem-2,Drapion-2,Malamar-2,Maractus-2,Toxapex-2,Heatmor-2,Rapidash-2,Oranguru-2,Passimian-2,Falinks-2,Grapploct-2,Pincurchin-2,Stonjourner-2,Rotom-2,Dracozolt-2"
Brenner,"Orbeetle-2,Thievul-2,Liepard-2,Boltund-2,Orbeetle-1,Thievul-1,Ludicolo-1,Liepard-1,Boltund-1,Tsareena-1,Vileplume-1,Manectric-1,Ninetales-1,Musharna-1,Crawdaunt-1,Hitmonlee-1,Hitmonchan-1,Hitmontop-1,Skuntank-1,Dusknoir-1,Seaking-1,Octillery-1,Basculin-1,Garbodor-1,Centiskorch-1,Gourgeist-1,Raichu-1,Grimmsnarl-1,Sawk-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Drapion-1,Malamar-1,Maractus-1,Toxapex-1,Heatmor-1,Rapidash-1,Oranguru-1,Passimian-1,Falinks-1,Grapploct-1,Pincurchin-1,Stonjourner-1,Rotom-1,Dracozolt-1,Ludicolo-2,Tsareena-2,Vileplume-2,Manectric-2,Ninetales-2,Musharna-2,Crawdaunt-2,Hitmonlee-2,Hitmonchan-2,Hitmontop-2,Skuntank-2,Dusknoir-2,Seaking-2,Octillery-2,Basculin-2,Garbodor-2,Centiskorch-2,Gourgeist-2,Raichu-2,Grimmsnarl-2,Sawk-2,Gothitelle-2,Reuniclus-2,Beheeyem-2,Drapion-2,Malamar-2,Maractus-2,Toxapex-2,Heatmor-2,Rapidash-2,Oranguru-2,Passimian-2,Falinks-2,Grapploct-2,Pincurchin-2,Stonjourner-2,Rotom-2,Dracozolt-2"
Kushi,"Rillaboom-2,Ludicolo-2,Shiftry-2,Tsareena-2,Rillaboom-1,Ludicolo-1,Shiftry-1,Tsareena-1,Vileplume-1,Bellossom-1,Roserade-1,Abomasnow-1,Gardevoir-1,Eldegoss-1,Cherrim-1,Alcremie-1,Ribombee-1,Ferrothorn-1,Gourgeist-1,Leafeon-1,Sylveon-1,Slurpuff-1,Aromatisse-1,Grimmsnarl-1,Hatterene-1,Weezing-1,Clefable-1,Togekiss-1,Whimsicott-1,Mawile-1,Maractus-1,Mimikyu-1,Rapidash-1,Trevenant-1,Shiinotic-1,Dhelmise-1,Vileplume-2,Bellossom-2,Roserade-2,Abomasnow-2,Gardevoir-2,Eldegoss-2,Cherrim-2,Alcremie-2,Ribombee-2,Ferrothorn-2,Gourgeist-2,Leafeon-2,Sylveon-2,Slurpuff-2,Aromatisse-2,Grimmsnarl-2,Hatterene-2,Weezing-2,Clefable-2,Togekiss-2,Whimsicott-2,Mawile-2,Maractus-2,Mimikyu-2,Rapidash-2,Trevenant-2,Shiinotic-2,Dhelmise-2"
Darcie,"Rillaboom-2,Ludicolo-2,Shiftry-2,Tsareena-2,Rillaboom-1,Ludicolo-1,Shiftry-1,Tsareena-1,Vileplume-1,Bellossom-1,Roserade-1,Abomasnow-1,Gardevoir-1,Eldegoss-1,Cherrim-1,Alcremie-1,Ribombee-1,Ferrothorn-1,Gourgeist-1,Leafeon-1,Sylveon-1,Slurpuff-1,Aromatisse-1,Grimmsnarl-1,Hatterene-1,Weezing-1,Clefable-1,Togekiss-1,Whimsicott-1,Mawile-1,Maractus-1,Mimikyu-1,Rapidash-1,Trevenant-1,Shiinotic-1,Dhelmise-1,Vileplume-2,Bellossom-2,Roserade-2,Abomasnow-2,Gardevoir-2,Eldegoss-2,Cherrim-2,Alcremie-2,Ribombee-2,Ferrothorn-2,Gourgeist-2,Leafeon-2,Sylveon-2,Slurpuff-2,Aromatisse-2,Grimmsnarl-2,Hatterene-2,Weezing-2,Clefable-2,Togekiss-2,Whimsicott-2,Mawile-2,Maractus-2,Mimikyu-2,Rapidash-2,Trevenant-2,Shiinotic-2,Dhelmise-2"
Bon,"Orbeetle-2,Noctowl-2,Roserade-2,Claydol-2,Orbeetle-1,Noctowl-1,Roserade-1,Claydol-1,Musharna-1,Xatu-1,Bronzong-1,Gardevoir-1,Gallade-1,Gengar-1,Swoobat-1,Espeon-1,Glaceon-1,Wobbuffet-1,Cursola-1,Hatterene-1,Togekiss-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Malamar-1,Sigilyph-1,Polteageist-1,Oranguru-1,Lunatone-1,Solrock-1,Frosmoth-1,Drampa-1,Mr. Rime-1,Darmanitan-1,Musharna-2,Xatu-2,Bronzong-2,Gardevoir-2,Gallade-2,Gengar-2,Swoobat-2,Espeon-2,Glaceon-2,Wobbuffet-2,Cursola-2,Hatterene-2,Togekiss-2,Gothitelle-2,Reuniclus-2,Beheeyem-2,Malamar-2,Sigilyph-2,Polteageist-2,Oranguru-2,Lunatone-2,Solrock-2,Frosmoth-2,Drampa-2,Mr. Rime-2,Darmanitan-2"
Albie,"Orbeetle-2,Noctowl-2,Roserade-2,Claydol-2,Orbeetle-1,Noctowl-1,Roserade-1,Claydol-1,Musharna-1,Xatu-1,Bronzong-1,Gardevoir-1,Gallade-1,Gengar-1,Swoobat-1,Espeon-1,Glaceon-1,Wobbuffet-1,Cursola-1,Hatterene-1,Togekiss-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Malamar-1,Sigilyph-1,Polteageist-1,Oranguru-1,Lunatone-1,Solrock-1,Frosmoth-1,Drampa-1,Mr. Rime-1,Darmanitan-1,Musharna-2,Xatu-2,Bronzong-2,Gardevoir-2,Gallade-2,Gengar-2,Swoobat-2,Espeon-2,Glaceon-2,Wobbuffet-2,Cursola-2,Hatterene-2,Togekiss-2,Gothitelle-2,Reuniclus-2,Beheeyem-2,Malamar-2,Sigilyph-2,Polteageist-2,Oranguru-2,Lunatone-2,Solrock-2,Frosmoth-2,Drampa-2,Mr. Rime-2,Darmanitan-2"
Sienna,"Orbeetle-2,Noctowl-2,Roserade-2,Claydol-2,Orbeetle-1,Noctowl-1,Roserade-1,Claydol-1,Musharna-1,Xatu-1,Bronzong-1,Gardevoir-1,Gallade-1,Gengar-1,Swoobat-1,Espeon-1,Glaceon-1,Wobbuffet-1,Cursola-1,Hatterene-1,Togekiss-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Malamar-1,Sigilyph-1,Polteageist-1,Oranguru-1,Lunatone-1,Solrock-1,Frosmoth-1,Drampa-1,Mr. Rime-1,Darmanitan-1,Musharna-2,Xatu-2,Bronzong-2,Gardevoir-2,Gallade-2,Gengar-2,Swoobat-2,Espeon-2,Glaceon-2,Wobbuffet-2,Cursola-2,Hatterene-2,Togekiss-2,Gothitelle-2,Reuniclus-2,Beheeyem-2,Malamar-2,Sigilyph-2,Polteageist-2,Oranguru-2,Lunatone-2,Solrock-2,Frosmoth-2,Drampa-2,Mr. Rime-2,Darmanitan-2"
Silky,"Orbeetle-2,Noctowl-2,Roserade-2,Claydol-2,Orbeetle-1,Noctowl-1,Roserade-1,Claydol-1,Musharna-1,Xatu-1,Bronzong-1,Gardevoir-1,Gallade-1,Gengar-1,Swoobat-1,Espeon-1,Glaceon-1,Wobbuffet-1,Cursola-1,Hatterene-1,Togekiss-1,Gothitelle-1,Reuniclus-1,Beheeyem-1,Malamar-1,Sigilyph-1,Polteageist-1,Oranguru-1,Lunatone-1,Solrock-1,Frosmoth-1,Drampa-1,Mr. Rime-1,Darmanitan-1,Musharna-2,Xatu-2,Bronzong-2,Gardevoir-2,Gallade-2,Gengar-2,Swoobat-2,Espeon-2,Glaceon-2,Wobbuffet-2,Cursola-2,Hatterene-2,Togekiss-2,Gothitelle-2,Reuniclus-2,Beheeyem-2,Malamar-2,Sigilyph-2,Polteageist-2,Oranguru-2,Lunatone-2,Solrock-2,Frosmoth-2,Drampa-2,Mr. Rime-2,Darmanitan-2"
Fero,"Butterfree-2,Vikavolt-2,Greedent-2,Cinccino-2,Butterfree-1,Vikavolt-1,Greedent-1,Cinccino-1,Bellossom-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Frosmoth-1,Rotom-1,Ditto-1,Bellossom-2,Galvantula-2,Crustle-2,Ninjask-2,Shedinja-2,Vespiquen-2,Eldegoss-2,Cherrim-2,Pyukumuku-2,Alcremie-2,Ribombee-2,Slurpuff-2,Aromatisse-2,Araquanid-2,Weezing-2,Clefable-2,Whimsicott-2,Escavalier-2,Accelgor-2,Mawile-2,Mimikyu-2,Qwilfish-2,Durant-2,Shiinotic-2,Morpeko-2,Frosmoth-2,Rotom-2,Ditto-2"
Avit,"Butterfree-2,Vikavolt-2,Greedent-2,Cinccino-2,Butterfree-1,Vikavolt-1,Greedent-1,Cinccino-1,Bellossom-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Frosmoth-1,Rotom-1,Ditto-1,Bellossom-2,Galvantula-2,Crustle-2,Ninjask-2,Shedinja-2,Vespiquen-2,Eldegoss-2,Cherrim-2,Pyukumuku-2,Alcremie-2,Ribombee-2,Slurpuff-2,Aromatisse-2,Araquanid-2,Weezing-2,Clefable-2,Whimsicott-2,Escavalier-2,Accelgor-2,Mawile-2,Mimikyu-2,Qwilfish-2,Durant-2,Shiinotic-2,Morpeko-2,Frosmoth-2,Rotom-2,Ditto-2"
Kaelie,"Ditto-5,Butterfree-2,Vikavolt-2,Greedent-2,Butterfree-1,Vikavolt-1,Greedent-1,Cinccino-1,Bellossom-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Frosmoth-1,Rotom-1,Cinccino-2,Bellossom-2,Galvantula-2,Crustle-2,Ninjask-2,Shedinja-2,Vespiquen-2,Eldegoss-2,Cherrim-2,Pyukumuku-2,Alcremie-2,Ribombee-2,Slurpuff-2,Aromatisse-2,Araquanid-2,Weezing-2,Clefable-2,Whimsicott-2,Escavalier-2,Accelgor-2,Mawile-2,Mimikyu-2,Qwilfish-2,Durant-2,Shiinotic-2,Morpeko-2,Frosmoth-2,Rotom-2"
Katherine,"Butterfree-2,Vikavolt-2,Greedent-2,Cinccino-2,Butterfree-1,Vikavolt-1,Greedent-1,Cinccino-1,Bellossom-1,Galvantula-1,Crustle-1,Ninjask-1,Shedinja-1,Vespiquen-1,Eldegoss-1,Cherrim-1,Pyukumuku-1,Alcremie-1,Ribombee-1,Slurpuff-1,Aromatisse-1,Araquanid-1,Weezing-1,Clefable-1,Whimsicott-1,Escavalier-1,Accelgor-1,Mawile-1,Mimikyu-1,Qwilfish-1,Durant-1,Shiinotic-1,Morpeko-1,Frosmoth-1,Rotom-1,Ditto-1,Bellossom-2,Galvantula-2,Crustle-2,Ninjask-2,Shedinja-2,Vespiquen-2,Eldegoss-2,Cherrim-2,Pyukumuku-2,Alcremie-2,Ribombee-2,Slurpuff-2,Aromatisse-2,Araquanid-2,Weezing-2,Clefable-2,Whimsicott-2,Escavalier-2,Accelgor-2,Mawile-2,Mimikyu-2,Qwilfish-2,Durant-2,Shiinotic-2,Morpeko-2,Frosmoth-2,Rotom-2,Ditto-2"
Diego,"Rillaboom-2,Cinderace-2,Inteleon-2,Arcanine-2,Rillaboom-1,Cinderace-1,Inteleon-1,Arcanine-1,Vanilluxe-1,Mamoswine-1,Kingler-1,Machamp-1,Gyarados-1,Milotic-1,Wishiwashi-1,Excadrill-1,Gigalith-1,Conkeldurr-1,Noivern-1,Sirfetch'd-1,Golisopod-1,Togekiss-1,Snorlax-1,Rhyperior-1,Escavalier-1,Beartic-1,Copperajah-1,Flygon-1,Haxorus-1,Dhelmise-1,Lapras-1,Drampa-1,Turtonator-1,Darmanitan-1,Duraludon-1,Dracozolt-1,Dracovish-1,Vanilluxe-2,Mamoswine-2,Kingler-2,Machamp-2,Gyarados-2,Milotic-2,Wishiwashi-2,Excadrill-2,Gigalith-2,Conkeldurr-2,Noivern-2,Sirfetch'd-2,Golisopod-2,Togekiss-2,Snorlax-2,Rhyperior-2,Escavalier-2,Beartic-2,Copperajah-2,Flygon-2,Haxorus-2,Dhelmise-2,Lapras-2,Drampa-2,Turtonator-2,Darmanitan-2,Duraludon-2,Dracozolt-2,Dracovish-2"
